TripID,SurveyYear,DayID,IndividualID,TravDay,NumStages,MainMode_B04ID,TripPurpose_B04ID,TripDisIncSW_B01ID,TripPurpFrom_B01ID,TripPurpTo_B01ID,JTTXSC,JD,TripStart_B01ID,TripTotalTime,TripTravTime
2015000058,2015,2015000022,2015000004,1,1,3,1,5,1,23,20,8.0,8,20,20
2015000059,2015,2015000024,2015000004,3,1,3,1,5,23,1,20,8.0,19,20,20
2015000060,2015,2015000025,2015000004,4,1,3,1,5,1,23,20,8.0,8,20,20
2015000061,2015,2015000025,2015000004,4,1,3,1,5,23,1,20,8.0,19,20,20
2015000062,2015,2015000026,2015000004,5,1,3,1,5,1,23,25,8.0,8,25,25
2015000063,2015,2015000026,2015000004,5,1,3,1,5,23,1,20,8.0,19,20,20
2015000064,2015,2015000027,2015000004,6,1,3,1,5,1,23,25,8.0,8,25,25
2015000065,2015,2015000027,2015000004,6,1,3,4,4,23,4,10,3.0,10,15,10
2015000066,2015,2015000027,2015000004,6,1,3,4,4,4,23,15,3.0,11,15,15
2015000067,2015,2015000027,2015000004,6,1,3,1,5,23,1,30,8.0,16,30,30
2015000068,2015,2015000027,2015000004,6,1,3,1,5,1,23,15,8.0,21,15,15
2015000113,2015,2015000064,2015000010,1,1,3,1,3,23,1,15,2.0,9,15,15
2015000114,2015,2015000064,2015000010,1,1,3,1,3,1,23,15,2.0,14,15,15
2015000115,2015,2015000065,2015000010,2,1,3,1,3,23,1,15,2.0,9,15,15
2015000116,2015,2015000065,2015000010,2,1,3,1,3,1,23,10,2.0,-8,10,10
2015000117,2015,2015000065,2015000010,2,1,3,4,4,23,5,30,4.0,13,30,30
2015000118,2015,2015000065,2015000010,2,1,3,4,4,5,23,17,4.0,-8,17,17
2015000119,2015,2015000066,2015000010,3,1,3,4,3,23,5,10,2.0,16,10,10
2015000120,2015,2015000066,2015000010,3,1,3,4,3,5,23,10,2.0,16,10,10
2015000121,2015,2015000067,2015000010,4,1,3,1,3,23,1,15,2.0,9,15,15
2015000122,2015,2015000067,2015000010,4,1,3,1,3,1,23,15,2.0,18,15,15
2015000123,2015,2015000068,2015000010,5,1,3,1,3,23,1,15,2.0,9,15,15
2015000124,2015,2015000068,2015000010,5,1,3,1,3,1,23,15,2.0,18,15,15
2015000125,2015,2015000069,2015000010,6,1,3,1,3,23,1,15,2.0,9,15,15
2015000126,2015,2015000069,2015000010,6,1,3,1,3,1,23,15,2.0,18,15,15
2015000127,2015,2015000070,2015000010,7,1,3,1,3,23,1,15,2.0,9,15,15
2015000128,2015,2015000070,2015000010,7,1,3,1,3,1,23,15,2.0,18,15,15
2015000129,2015,2015000070,2015000010,7,1,1,8,1,23,15,35,1.75,20,5,5
2015000130,2015,2015000070,2015000010,7,1,1,8,1,15,23,35,1.75,20,5,5
2015000226,2015,2015000106,2015000016,1,1,3,7,5,23,12,20,6.0,12,20,20
2015000227,2015,2015000106,2015000016,1,1,3,7,5,12,23,20,6.0,13,20,20
2015000228,2015,2015000107,2015000016,2,1,3,6,5,23,6,30,7.0,10,30,30
2015000229,2015,2015000107,2015000016,2,1,3,6,5,6,23,30,7.0,11,30,30
2015000230,2015,2015000108,2015000016,3,1,3,7,4,23,12,15,3.0,12,15,15
2015000231,2015,2015000108,2015000016,3,1,3,7,7,12,23,60,17.0,15,80,60
2015000232,2015,2015000109,2015000016,4,1,3,7,4,23,12,15,3.0,12,15,15
2015000233,2015,2015000109,2015000016,4,1,3,7,4,12,23,15,3.0,15,15,15
2015000613,2015,2015000324,2015000050,2,1,4,7,5,23,13,15,5.0,18,15,15
2015000614,2015,2015000324,2015000050,2,1,4,7,5,13,23,15,5.0,20,15,15
2015000615,2015,2015000329,2015000050,7,1,4,7,10,23,10,80,64.0,11,80,80
2015000616,2015,2015000331,2015000051,2,1,8,5,5,23,21,20,5.0,12,35,20
2015000617,2015,2015000331,2015000051,2,1,8,5,5,21,23,20,5.0,16,20,20
2015000618,2015,2015000336,2015000051,7,1,4,5,5,23,21,15,6.0,16,15,15
2015000619,2015,2015000336,2015000051,7,1,4,5,5,21,23,15,6.0,17,15,15
2015000706,2015,2015000373,2015000057,2,1,4,7,9,23,10,90,45.0,7,90,90
2015000707,2015,2015000373,2015000057,2,1,4,7,9,10,23,70,47.0,20,70,70
2015000708,2015,2015000374,2015000057,3,1,4,4,4,23,5,15,4.0,15,15,15
2015000709,2015,2015000374,2015000057,3,1,4,4,4,5,23,10,4.0,18,10,10
2015000710,2015,2015000375,2015000057,4,1,4,7,4,23,10,15,4.0,15,15,15
2015000711,2015,2015000375,2015000057,4,1,4,4,4,10,5,15,4.5,16,15,15
2015000712,2015,2015000375,2015000057,4,1,4,4,5,5,23,20,6.0,18,20,20
2015000908,2015,2015000456,2015000069,1,1,4,6,5,23,8,20,6.0,11,20,20
2015000909,2015,2015000456,2015000069,1,1,4,7,6,8,15,30,14.0,12,30,30
2015000910,2015,2015000456,2015000069,1,1,4,7,7,15,23,40,16.0,14,40,40
2015000911,2015,2015000458,2015000069,3,1,1,8,2,23,15,35,1.5,11,35,35
2015000912,2015,2015000458,2015000069,3,1,1,8,2,15,23,35,1.5,12,35,35
2015000913,2015,2015000458,2015000069,3,1,4,7,5,23,9,20,7.0,19,20,20
2015000914,2015,2015000458,2015000069,3,1,3,7,5,9,23,30,9.0,22,30,30
2015000915,2015,2015000461,2015000069,6,1,3,4,3,23,4,10,2.0,11,10,10
2015000916,2015,2015000461,2015000069,6,1,3,4,3,4,23,10,2.0,12,10,10
2015000917,2015,2015000462,2015000069,7,1,1,4,1,23,5,105,5.25,12,15,15
2015000918,2015,2015000462,2015000069,7,1,1,4,1,5,23,105,5.25,12,15,15
2015000919,2015,2015000464,2015000070,2,1,8,6,2,23,8,15,1.0,11,15,15
2015000920,2015,2015000464,2015000070,2,1,8,6,2,8,23,15,1.0,11,15,15
2015000921,2015,2015000468,2015000070,6,1,4,4,1,23,4,6,0.5,11,6,6
2015000922,2015,2015000468,2015000070,6,1,4,4,1,4,23,7,0.5,12,7,7
2015000923,2015,2015000469,2015000070,7,1,4,7,1,23,10,5,0.75,15,5,5
2015000924,2015,2015000469,2015000070,7,1,4,7,1,10,23,5,0.75,16,5,5
2015000933,2015,2015000477,2015000072,1,2,4,4,7,23,5,60,17.0,12,60,60
2015000934,2015,2015000477,2015000072,1,1,4,4,7,5,23,30,16.0,17,35,30
2015000935,2015,2015000478,2015000072,2,1,1,1,2,23,1,25,1.0,9,25,25
2015000936,2015,2015000478,2015000072,2,1,1,1,2,1,23,25,1.0,16,25,25
2015000937,2015,2015000479,2015000072,3,1,1,1,2,23,1,25,1.0,9,25,25
2015000938,2015,2015000479,2015000072,3,1,1,7,2,1,10,25,1.0,14,25,25
2015000939,2015,2015000479,2015000072,3,1,1,7,2,10,23,20,1.0,19,20,20
2015000940,2015,2015000480,2015000072,4,1,1,1,2,23,1,25,1.0,9,25,25
2015000941,2015,2015000480,2015000072,4,1,1,1,2,1,23,20,1.0,19,20,20
2015000942,2015,2015000481,2015000072,5,1,1,1,2,23,1,25,1.0,9,25,25
2015000943,2015,2015000481,2015000072,5,1,8,7,3,1,10,5,2.0,16,5,5
2015000944,2015,2015000481,2015000072,5,1,8,7,3,10,23,10,2.0,18,25,10
2015000945,2015,2015000481,2015000072,5,1,4,7,3,23,12,15,2.0,20,15,15
2015000946,2015,2015000481,2015000072,5,1,4,7,3,12,23,15,2.0,21,15,15
2015000947,2015,2015000482,2015000072,6,1,1,1,2,23,1,25,1.0,9,25,25
2015000948,2015,2015000482,2015000072,6,1,1,1,2,1,23,25,1.0,16,25,25
2015000949,2015,2015000482,2015000072,6,4,9,7,12,23,10,365,268.0,17,435,365
2015000950,2015,2015000483,2015000072,7,1,1,4,1,10,4,70,1.75,15,10,10
2015000951,2015,2015000483,2015000072,7,1,1,7,1,4,10,70,1.75,15,10,10
2015000952,2015,2015000483,2015000072,7,4,13,7,5,10,12,31,10.75,19,35,31
2015000953,2015,2015000483,2015000072,7,4,13,7,5,12,10,31,10.75,23,45,31
2015000978,2015,2015000491,2015000074,1,1,3,4,3,23,4,19,2.5,12,19,19
2015000979,2015,2015000491,2015000074,1,1,3,4,3,4,23,15,2.5,14,15,15
2015000980,2015,2015000491,2015000074,1,1,3,7,5,23,12,20,8.5,19,20,20
2015000981,2015,2015000491,2015000074,1,1,3,7,5,12,23,15,8.5,23,15,15
2015000982,2015,2015000492,2015000074,2,1,3,7,3,23,10,7,2.0,13,7,7
2015000983,2015,2015000492,2015000074,2,1,3,4,1,10,4,3,0.7,14,3,3
2015000984,2015,2015000492,2015000074,2,1,3,4,3,4,23,10,2.5,14,10,10
2015000985,2015,2015000492,2015000074,2,1,3,7,6,23,12,25,10.0,15,25,25
2015000986,2015,2015000492,2015000074,2,1,3,7,6,12,23,25,10.0,16,25,25
2015000987,2015,2015000493,2015000074,3,1,3,5,7,23,22,30,16.0,8,30,30
2015000988,2015,2015000493,2015000074,3,1,3,5,7,22,22,30,18.0,10,30,30
2015000989,2015,2015000493,2015000074,3,1,3,5,4,22,23,8,3.0,11,8,8
2015000990,2015,2015000493,2015000074,3,1,3,5,3,23,17,10,2.0,11,10,10
2015000991,2015,2015000493,2015000074,3,1,3,5,4,17,22,15,3.0,14,15,15
2015000992,2015,2015000493,2015000074,3,1,3,5,4,22,23,10,3.0,15,10,10
2015000993,2015,2015000493,2015000074,3,1,3,6,3,23,8,10,2.0,17,10,10
2015000994,2015,2015000493,2015000074,3,1,3,6,3,8,23,10,2.0,24,10,10
2015000995,2015,2015000494,2015000074,4,1,3,4,4,23,4,12,3.0,11,12,12
2015000996,2015,2015000494,2015000074,4,1,3,6,4,4,8,10,3.0,12,10,10
2015000997,2015,2015000494,2015000074,4,1,3,6,3,8,23,8,2.0,14,8,8
2015000998,2015,2015000494,2015000074,4,1,3,6,3,23,8,9,2.0,16,9,9
2015000999,2015,2015000494,2015000074,4,1,3,6,3,8,23,7,2.0,23,7,7
2015001000,2015,2015000494,2015000074,4,1,3,6,3,23,8,8,2.0,23,8,8
2015001001,2015,2015000494,2015000074,4,1,3,6,3,8,23,7,2.0,24,7,7
2015001002,2015,2015000495,2015000074,5,1,3,6,3,23,8,8,2.0,12,8,8
2015001003,2015,2015000495,2015000074,5,1,3,6,3,8,23,10,2.0,13,10,10
2015001004,2015,2015000495,2015000074,5,1,3,7,3,23,10,8,2.0,16,8,8
2015001005,2015,2015000495,2015000074,5,1,3,5,7,10,22,30,18.0,18,30,30
2015001006,2015,2015000495,2015000074,5,1,3,5,7,22,17,35,18.0,19,35,35
2015001007,2015,2015000495,2015000074,5,1,3,5,3,17,23,7,2.0,21,7,7
2015001008,2015,2015000496,2015000074,6,1,3,6,6,23,8,25,11.0,11,25,25
2015001009,2015,2015000496,2015000074,6,1,3,5,6,8,22,35,12.0,18,35,35
2015001010,2015,2015000496,2015000074,6,1,3,5,7,22,17,35,18.0,19,35,35
2015001011,2015,2015000496,2015000074,6,1,3,5,3,17,23,8,2.0,21,8,8
2015001012,2015,2015000497,2015000074,7,1,3,7,3,23,10,8,2.0,12,8,8
2015001013,2015,2015000497,2015000074,7,1,3,7,4,10,13,13,4.0,15,13,13
2015001014,2015,2015000497,2015000074,7,1,3,7,3,13,23,6,2.0,16,6,6
2015001015,2015,2015000497,2015000074,7,1,3,6,3,23,8,7,2.0,17,7,7
2015001016,2015,2015000497,2015000074,7,1,3,6,3,8,23,6,2.0,22,6,6
2015001017,2015,2015000497,2015000074,7,1,3,6,3,23,8,6,2.0,22,6,6
2015001265,2015,2015000627,2015000093,4,1,4,7,4,23,9,15,3.0,19,20,15
2015001266,2015,2015000627,2015000093,4,1,4,7,4,9,23,15,3.0,20,15,15
2015001267,2015,2015000628,2015000093,5,1,4,6,5,23,8,20,9.0,10,30,20
2015001268,2015,2015000628,2015000093,5,1,4,6,5,8,23,20,9.0,12,20,20
2015001269,2015,2015000628,2015000093,5,1,4,3,10,23,3,95,69.0,19,105,95
2015001381,2015,2015000680,2015000101,1,1,3,1,6,23,1,35,12.4,9,35,35
2015001382,2015,2015000680,2015000101,1,1,3,1,6,1,23,20,12.4,18,25,20
2015001383,2015,2015000681,2015000101,2,1,3,1,6,23,1,45,12.4,8,45,45
2015001384,2015,2015000681,2015000101,2,1,3,1,6,1,23,30,12.4,19,30,30
2015001385,2015,2015000682,2015000101,3,1,3,1,6,23,1,40,12.4,9,40,40
2015001386,2015,2015000682,2015000101,3,1,3,1,6,1,23,25,12.4,18,25,25
2015001387,2015,2015000683,2015000101,4,1,3,4,3,23,4,15,2.4,13,15,15
2015001388,2015,2015000683,2015000101,4,1,3,4,3,4,23,15,2.4,14,15,15
2015001389,2015,2015000683,2015000101,4,1,3,7,5,23,10,40,8.1,20,40,40
2015001390,2015,2015000684,2015000101,5,1,3,7,5,10,23,25,8.1,12,25,25
2015001391,2015,2015000685,2015000101,6,1,3,1,6,23,1,15,12.4,8,15,15
2015001392,2015,2015000685,2015000101,6,1,3,1,6,1,23,25,12.4,20,25,25
2015001393,2015,2015000686,2015000101,7,1,3,1,6,23,1,30,12.4,8,30,30
2015001394,2015,2015000686,2015000101,7,1,3,1,6,1,23,20,12.4,19,20,20
2015001748,2015,2015000785,2015000116,1,1,2,3,2,23,3,15,1.98,9,15,15
2015001749,2015,2015000785,2015000116,1,1,2,3,2,3,23,15,1.98,16,15,15
2015001750,2015,2015000785,2015000116,1,1,4,7,3,23,12,15,2.0,18,15,15
2015001751,2015,2015000785,2015000116,1,1,4,7,3,12,23,15,2.0,20,15,15
2015001752,2015,2015000786,2015000116,2,1,4,6,2,23,8,10,1.5,8,10,10
2015001753,2015,2015000786,2015000116,2,1,4,7,3,12,23,10,2.66,17,10,10
2015001754,2015,2015000786,2015000116,2,1,4,5,5,23,22,20,5.0,18,20,20
2015001755,2015,2015000786,2015000116,2,1,4,5,5,22,23,20,5.0,19,20,20
2015001756,2015,2015000787,2015000116,3,1,4,7,4,3,12,15,3.0,16,15,15
2015001757,2015,2015000787,2015000116,3,1,4,5,3,12,21,20,2.0,17,20,20
2015001758,2015,2015000787,2015000116,3,1,4,5,2,21,23,15,1.0,18,15,15
2015001759,2015,2015000788,2015000116,4,1,4,6,2,23,8,10,1.5,8,10,10
2015001760,2015,2015000788,2015000116,4,1,4,7,5,3,10,40,9.0,16,50,40
2015001761,2015,2015000789,2015000116,5,1,4,3,5,10,3,30,9.0,8,30,30
2015001762,2015,2015000789,2015000116,5,1,4,7,3,8,10,10,2.0,18,10,10
2015001763,2015,2015000789,2015000116,5,1,4,7,4,10,12,10,3.0,18,10,10
2015001764,2015,2015000789,2015000116,5,1,4,7,3,12,17,10,2.0,20,10,10
2015001765,2015,2015000789,2015000116,5,1,4,5,2,17,23,5,1.0,20,5,5
2015001766,2015,2015000790,2015000116,6,1,4,5,5,23,21,30,8.0,12,30,30
2015001767,2015,2015000790,2015000116,6,1,4,5,4,21,21,15,4.78,14,15,15
2015001768,2015,2015000790,2015000116,6,1,4,5,5,21,23,35,8.0,14,35,35
2015001769,2015,2015000791,2015000116,7,1,4,7,7,23,15,70,23.0,11,75,70
2015001770,2015,2015000791,2015000116,7,1,4,5,6,15,21,30,10.0,14,30,30
2015001771,2015,2015000791,2015000116,7,1,4,7,5,21,15,20,6.0,15,20,20
2015001772,2015,2015000791,2015000116,7,1,4,7,8,15,23,30,33.0,17,30,30
2015001923,2015,2015000841,2015000124,1,1,8,3,2,23,3,15,1.0,10,15,15
2015001924,2015,2015000841,2015000124,1,1,8,3,2,3,23,15,1.0,15,15,15
2015001925,2015,2015000841,2015000124,1,1,2,7,1,23,10,10,0.5,18,10,10
2015001926,2015,2015000841,2015000124,1,1,2,7,1,10,23,10,0.5,22,10,10
2015001927,2015,2015000842,2015000124,2,1,2,4,1,23,5,3,0.5,12,5,3
2015001928,2015,2015000842,2015000124,2,1,2,4,1,5,23,3,0.5,12,10,3
2015001929,2015,2015000842,2015000124,2,1,2,7,2,23,10,10,1.0,15,20,10
2015001930,2015,2015000842,2015000124,2,1,2,7,2,10,23,10,1.0,18,20,10
2015001931,2015,2015000843,2015000124,3,1,2,7,1,23,10,10,0.5,12,10,10
2015001932,2015,2015000843,2015000124,3,1,2,7,1,10,23,11,0.5,21,11,11
2015001933,2015,2015000844,2015000124,4,1,1,3,2,23,3,20,1.0,9,20,20
2015001934,2015,2015000844,2015000124,4,1,8,3,2,3,23,15,1.0,15,15,15
2015001935,2015,2015000845,2015000124,5,1,2,4,1,23,5,2,0.5,11,2,2
2015001936,2015,2015000845,2015000124,5,1,2,4,1,5,23,2,0.5,11,2,2
2015001937,2015,2015000845,2015000124,5,1,2,7,2,23,10,15,1.0,13,15,15
2015001938,2015,2015000845,2015000124,5,1,2,4,3,10,4,25,2.0,15,25,25
2015001939,2015,2015000845,2015000124,5,1,2,4,3,4,23,20,2.0,16,20,20
2015001940,2015,2015000846,2015000124,6,1,8,3,2,23,3,10,1.0,10,10,10
2015001941,2015,2015000846,2015000124,6,1,8,3,2,3,23,15,1.0,15,15,15
2015001942,2015,2015000846,2015000124,6,1,2,7,1,23,10,5,0.5,17,5,5
2015001943,2015,2015000846,2015000124,6,1,2,7,1,10,23,5,0.5,21,5,5
2015001944,2015,2015000847,2015000124,7,1,8,3,2,23,3,10,1.0,13,10,10
2015001945,2015,2015000847,2015000124,7,1,8,3,2,3,23,15,1.0,19,15,15
2015001946,2015,2015000847,2015000124,7,1,2,7,1,23,10,5,0.5,19,5,5
2015001947,2015,2015000847,2015000124,7,1,2,7,1,10,23,5,0.5,22,5,5
2015001989,2015,2015000863,2015000127,2,1,4,3,2,23,20,15,1.5,9,15,15
2015001990,2015,2015000863,2015000127,2,1,4,6,1,20,1,5,0.5,9,5,5
2015001991,2015,2015000863,2015000127,2,1,4,1,3,1,23,15,2.0,16,15,15
2015001992,2015,2015000864,2015000127,3,1,4,3,2,23,20,15,1.5,9,15,15
2015001993,2015,2015000864,2015000127,3,1,4,6,1,20,1,10,0.5,9,10,10
2015001994,2015,2015000864,2015000127,3,1,1,1,2,1,23,30,1.5,17,30,30
2015001995,2015,2015000865,2015000127,4,1,4,1,2,23,1,10,1.5,10,10,10
2015001996,2015,2015000865,2015000127,4,1,1,1,2,1,23,30,1.5,17,30,30
2015001997,2015,2015000866,2015000127,5,1,4,3,2,23,20,15,1.5,9,15,15
2015001998,2015,2015000866,2015000127,5,1,4,4,7,20,5,35,22.0,10,35,35
2015001999,2015,2015000866,2015000127,5,1,4,4,4,5,5,10,3.0,11,10,10
2015002000,2015,2015000866,2015000127,5,1,4,3,7,5,20,35,22.0,15,35,35
2015002001,2015,2015000866,2015000127,5,1,4,3,2,20,23,15,1.5,16,15,15
2015002002,2015,2015000867,2015000127,6,1,4,1,2,23,1,10,1.5,10,10,10
2015002003,2015,2015000867,2015000127,6,1,1,1,2,1,23,30,1.5,17,30,30
2015002004,2015,2015000868,2015000127,7,1,4,7,2,23,15,10,1.5,14,10,10
2015002005,2015,2015000868,2015000127,7,1,4,7,2,15,23,5,1.5,16,5,5
2015002006,2015,2015000868,2015000127,7,1,1,7,2,23,11,30,1.5,20,30,30
2015002007,2015,2015000868,2015000127,7,1,1,7,2,11,23,30,1.5,24,30,30
2015002315,2015,2015000982,2015000144,2,1,8,7,5,23,10,90,8.0,12,90,90
2015002316,2015,2015000982,2015000144,2,1,8,7,5,10,23,90,8.0,17,90,90
2015002317,2015,2015000983,2015000144,3,1,1,4,2,23,4,30,1.5,13,30,30
2015002318,2015,2015000983,2015000144,3,1,12,4,2,4,23,10,1.5,14,10,10
2015002319,2015,2015000985,2015000144,5,1,1,4,3,23,4,40,2.0,17,40,40
2015002320,2015,2015000985,2015000144,5,1,1,4,3,4,23,40,2.0,18,40,40
2015002321,2015,2015000986,2015000144,6,1,1,7,3,23,10,45,2.25,16,45,45
2015002322,2015,2015000986,2015000144,6,1,1,7,3,10,23,45,2.25,18,45,45
2015002423,2015,2015001051,2015000156,1,1,11,1,7,23,1,120,15.0,7,120,120
2015002424,2015,2015001051,2015000156,1,1,11,1,7,1,23,120,15.0,18,120,120
2015002425,2015,2015001052,2015000156,2,1,11,1,7,23,1,120,15.0,7,120,120
2015002426,2015,2015001052,2015000156,2,1,11,1,7,1,23,120,15.0,17,120,120
2015002427,2015,2015001053,2015000156,3,1,11,1,7,23,1,120,15.0,7,120,120
2015002428,2015,2015001053,2015000156,3,1,11,1,7,1,23,120,15.0,18,120,120
2015002429,2015,2015001054,2015000156,4,1,11,1,7,23,1,120,15.0,7,120,120
2015002430,2015,2015001054,2015000156,4,1,11,1,7,1,23,120,15.0,18,120,120
2015002431,2015,2015001054,2015000156,4,1,4,7,5,23,12,30,7.0,20,30,30
2015002432,2015,2015001054,2015000156,4,1,4,7,5,12,23,30,8.0,22,30,30
2015002433,2015,2015001055,2015000156,5,1,11,1,7,23,1,120,15.0,7,120,120
2015002434,2015,2015001055,2015000156,5,1,11,1,7,1,23,120,15.0,18,120,120
2015002447,2015,2015001065,2015000158,1,1,3,4,1,23,4,15,0.8,11,15,15
2015002448,2015,2015001065,2015000158,1,1,3,4,1,4,23,15,0.8,12,15,15
2015002449,2015,2015001065,2015000158,1,1,3,3,2,23,20,15,1.5,15,15,15
2015002450,2015,2015001065,2015000158,1,1,3,3,2,20,23,20,1.5,16,20,20
2015002451,2015,2015001066,2015000158,2,1,3,5,2,23,21,15,1.5,12,15,15
2015002452,2015,2015001066,2015000158,2,1,3,5,2,21,23,15,1.5,12,15,15
2015002453,2015,2015001066,2015000158,2,1,7,6,2,23,8,10,1.0,17,20,10
2015002454,2015,2015001066,2015000158,2,1,7,6,2,8,23,20,1.0,18,30,20
2015002455,2015,2015001067,2015000158,3,1,3,4,1,23,4,10,0.8,20,15,10
2015002456,2015,2015001067,2015000158,3,1,3,4,1,4,23,10,0.8,21,10,10
2015002457,2015,2015001068,2015000158,4,1,3,4,4,23,5,30,4.5,13,30,30
2015002458,2015,2015001068,2015000158,4,1,3,4,4,5,23,30,4.5,18,40,30
2015002459,2015,2015001069,2015000158,5,1,7,4,2,23,4,10,1.47,11,15,10
2015002460,2015,2015001069,2015000158,5,1,7,4,2,4,23,10,1.47,12,15,10
2015002461,2015,2015001070,2015000158,6,1,7,4,2,23,5,12,1.0,12,15,12
2015002462,2015,2015001070,2015000158,6,1,7,4,2,5,23,12,1.0,13,12,12
2015002463,2015,2015001070,2015000158,6,1,3,3,2,23,20,15,1.5,15,15,15
2015002464,2015,2015001070,2015000158,6,1,3,3,2,20,23,15,1.5,16,15,15
2015002465,2015,2015001071,2015000158,7,1,1,4,1,23,5,35,1.75,10,5,5
2015002466,2015,2015001071,2015000158,7,1,1,4,1,5,23,35,1.75,10,5,5
2015002467,2015,2015001071,2015000158,7,1,3,5,2,23,21,15,1.5,12,15,15
2015002468,2015,2015001071,2015000158,7,1,3,5,2,21,23,15,1.5,12,15,15
2015002575,2015,2015001114,2015000165,1,1,1,6,2,23,8,20,1.0,9,20,20
2015002576,2015,2015001114,2015000165,1,1,1,6,2,8,23,20,1.0,18,20,20
2015002577,2015,2015001117,2015000165,4,1,1,6,2,23,8,20,1.0,9,20,20
2015002578,2015,2015001117,2015000165,4,1,1,6,2,8,23,20,1.0,18,20,20
2015002579,2015,2015001118,2015000165,5,1,1,6,2,23,8,20,1.0,8,20,20
2015002580,2015,2015001118,2015000165,5,1,1,6,2,8,23,20,1.0,18,20,20
2015002581,2015,2015001119,2015000165,6,1,1,6,2,23,8,20,1.0,9,20,20
2015002582,2015,2015001119,2015000165,6,1,1,6,2,8,23,20,1.0,18,20,20
2015002583,2015,2015001120,2015000165,7,1,1,6,2,23,8,20,1.0,9,20,20
2015002584,2015,2015001120,2015000165,7,1,1,6,2,8,23,20,1.0,18,20,20
2015002598,2015,2015001135,2015000171,1,1,3,5,5,23,22,10,6.0,11,10,10
2015002599,2015,2015001135,2015000171,1,1,3,6,5,22,1,10,5.0,11,10,10
2015002600,2015,2015001135,2015000171,1,1,3,1,5,1,23,10,5.0,20,10,10
2015002601,2015,2015001136,2015000171,2,1,3,1,5,23,1,5,5.0,9,5,5
2015002602,2015,2015001136,2015000171,2,1,3,1,5,1,23,10,7.0,18,10,10
2015002603,2015,2015001137,2015000171,3,1,3,1,5,23,1,15,8.0,7,15,15
2015002604,2015,2015001137,2015000171,3,1,3,3,4,1,20,10,4.0,16,10,10
2015002605,2015,2015001137,2015000171,3,1,3,3,5,20,23,10,5.0,16,10,10
2015002606,2015,2015001137,2015000171,3,1,3,5,5,23,17,10,5.0,20,10,10
2015002607,2015,2015001137,2015000171,3,1,3,5,5,17,23,10,5.0,21,10,10
2015002608,2015,2015001138,2015000171,4,1,3,1,5,23,1,20,8.0,7,20,20
2015002609,2015,2015001138,2015000171,4,1,3,3,4,1,20,10,4.0,16,10,10
2015002610,2015,2015001138,2015000171,4,1,3,3,5,20,23,10,5.0,16,10,10
2015002611,2015,2015001138,2015000171,4,1,3,5,5,23,17,10,5.0,20,10,10
2015002612,2015,2015001138,2015000171,4,1,3,5,5,17,23,10,5.0,21,10,10
2015002613,2015,2015001140,2015000171,6,1,3,1,5,23,1,15,8.0,7,15,15
2015002614,2015,2015001140,2015000171,6,1,3,3,4,1,20,10,4.0,16,10,10
2015002615,2015,2015001140,2015000171,6,1,3,4,5,20,4,10,5.0,16,10,10
2015002616,2015,2015001140,2015000171,6,1,3,4,4,4,23,5,3.0,17,5,5
2015002617,2015,2015001140,2015000171,6,1,3,5,5,23,17,10,5.0,21,10,10
2015002618,2015,2015001140,2015000171,6,1,3,4,3,17,5,5,2.0,21,5,5
2015002619,2015,2015001140,2015000171,6,1,3,4,4,5,23,10,4.0,21,10,10
2015002620,2015,2015001141,2015000171,7,1,3,1,5,23,1,15,8.0,8,15,15
2015002621,2015,2015001141,2015000171,7,1,3,3,4,1,20,10,4.0,16,10,10
2015002622,2015,2015001141,2015000171,7,1,3,3,5,20,23,10,5.0,16,10,10
2015002623,2015,2015001141,2015000171,7,1,3,5,5,23,17,10,5.0,21,10,10
2015002624,2015,2015001141,2015000171,7,1,3,5,5,17,23,5,5.0,21,5,5
2015002639,2015,2015001156,2015000174,1,1,8,3,2,23,3,10,1.2,9,15,10
2015002640,2015,2015001156,2015000174,1,1,8,3,2,3,23,10,1.2,16,15,10
2015002641,2015,2015001157,2015000174,2,1,8,3,2,23,3,10,1.2,9,15,10
2015002642,2015,2015001157,2015000174,2,1,8,3,2,3,23,10,1.2,16,15,10
2015002643,2015,2015001158,2015000174,3,1,8,4,2,23,5,20,1.5,12,30,20
2015002644,2015,2015001158,2015000174,3,1,8,4,2,5,23,20,1.5,16,30,20
2015002645,2015,2015001160,2015000174,5,1,8,3,2,23,3,10,1.2,9,15,10
2015002646,2015,2015001160,2015000174,5,1,8,3,2,3,23,10,1.2,16,15,10
2015002647,2015,2015001161,2015000174,6,1,8,3,2,23,3,10,1.2,9,15,10
2015002648,2015,2015001161,2015000174,6,1,8,3,2,3,23,10,1.2,16,15,10
2015002649,2015,2015001162,2015000174,7,2,8,3,2,23,3,13,1.9,9,15,13
2015002650,2015,2015001162,2015000174,7,2,8,3,2,3,23,13,1.9,16,15,13
2015002657,2015,2015001188,2015000178,5,1,8,5,4,23,21,18,3.0,11,25,18
2015002658,2015,2015001188,2015000178,5,1,12,5,4,21,23,15,3.0,12,15,15
2015002659,2015,2015001190,2015000178,7,1,1,3,1,23,20,140,3.5,9,20,20
2015002660,2015,2015001190,2015000178,7,1,1,3,1,20,23,105,3.5,9,15,15
2015002661,2015,2015001190,2015000178,7,1,1,3,1,23,20,105,3.5,15,15,15
2015002662,2015,2015001190,2015000178,7,1,1,3,1,20,23,175,3.5,16,30,25
2015002702,2015,2015001205,2015000181,1,1,4,5,5,23,18,15,7.3,19,15,15
