HouseholdID,SurveyYear,TWSWeek,HHIncome2002_B02ID,HHIncOrig_B01ID,HHoldCountry_B01ID,HHoldNumAdults,HHoldNumChildren,NumVehicles,StationKmTRACC,WalkRailAlt_B01ID,HRPWorkStat_B02ID,HRPSEGWorkStat_B01ID,BusStandard_B01ID,Total_people,Income_per_person,Income_dollars
2002001472,2002,12,1.0,1,1,2,2,1.0,-10.0,-9,4,4,1,4,6250.0,25000.0
2002001475,2002,14,1.0,1,1,2,4,1.0,-10.0,-9,2,1,1,6,4166.666666666667,25000.0
2002001478,2002,14,1.0,3,1,1,2,1.0,-10.0,-9,2,2,1,3,8333.333333333334,25000.0
2002001482,2002,12,1.0,1,1,2,2,1.0,-10.0,-9,2,2,1,4,6250.0,25000.0
2002001483,2002,12,1.0,1,1,2,2,1.0,-10.0,4,2,4,1,4,6250.0,25000.0
2002001487,2002,15,1.0,3,1,2,1,0.0,-10.0,3,3,5,1,3,8333.333333333334,25000.0
2002001489,2002,13,1.0,1,1,2,3,0.0,-10.0,-9,2,4,1,5,5000.0,25000.0
2002001490,2002,12,1.0,1,1,4,2,0.0,-10.0,2,3,5,1,6,4166.666666666667,25000.0
2002001496,2002,13,1.0,1,1,2,2,2.0,-10.0,3,1,3,1,4,6250.0,25000.0
2002001500,2002,12,1.0,1,1,2,3,1.0,-10.0,1,1,2,1,5,5000.0,25000.0
